city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Baohe,27.1958,99.3248,China,CN,Yunnan,minor,,
Songbai,31.7568,110.6725,China,CN,Hubei,minor,,
Muping,30.3725,102.8125,China,CN,Sichuan,minor,,
Changping,28.2078,103.8550,China,CN,Yunnan,minor,,
Sanlei,38.6264,103.0883,China,CN,Gansu,minor,,
Yinla,29.5773,94.4830,China,CN,Tibet,minor,,
Haliut,41.5561,108.5197,China,CN,Inner Mongolia,minor,,
Mengsuo,22.6020,99.5514,China,CN,Yunnan,minor,,
Panlian,26.8921,102.1082,China,CN,Sichuan,minor,,
Namka,29.6500,90.9833,China,CN,Tibet,minor,,
Xindou,31.3937,100.6803,China,CN,Sichuan,minor,,
Huangjingba,28.0136,103.9985,China,CN,Yunnan,minor,,
Xiaotiechang,26.2838,103.6386,China,CN,Yunnan,minor,,
Enle,23.9605,101.0826,China,CN,Yunnan,minor,,
Xinling,31.0253,110.3182,China,CN,Hubei,minor,,
Fengshan,30.8871,115.4209,China,CN,Hubei,minor,,
Wuxi,26.5844,111.8590,China,CN,Hunan,minor,,
Shuigou,26.9381,103.0396,China,CN,Yunnan,minor,,
Labuleng,35.2012,102.5212,China,CN,Gansu,minor,,
Xianghu,25.8722,116.0318,China,CN,Jiangxi,minor,,
Xinyuan,43.4511,83.1478,China,CN,Xinjiang,minor,,
Dongqu,37.9202,112.2002,China,CN,Shanxi,minor,,
Wufeng,30.2000,110.6908,China,CN,Hubei,minor,,
Pengjia Zhaizi,27.6083,103.5271,China,CN,Yunnan,minor,,
Sangpi,28.9339,99.7999,China,CN,Sichuan,minor,,
Gaocheng,29.9949,100.2739,China,CN,Sichuan,minor,,
Kouqian,43.6391,126.4578,China,CN,Jilin,minor,,
Daqin Tal,42.8872,120.6747,China,CN,Inner Mongolia,minor,,
Shimen,25.8948,99.4294,China,CN,Yunnan,minor,,
Long’an Chengxiangzhen,23.2071,107.6509,China,CN,Guangxi,minor,,
Jinta,39.9833,98.8667,China,CN,Gansu,minor,,
Napo Chengxiangzhen,23.4794,105.7916,China,CN,Guangxi,minor,,
Nanpiao,41.0982,120.7479,China,CN,Liaoning,minor,,
Rulin,26.3470,110.2663,China,CN,Hunan,minor,,
Tangyuan,46.7264,129.8997,China,CN,Heilongjiang,minor,,
Pujiawan,26.1855,102.2915,China,CN,Yunnan,minor,,
Leli,24.2962,106.2254,China,CN,Guangxi,minor,,
Jinshan,41.0335,110.0520,China,CN,Inner Mongolia,minor,,
Mengla,21.4686,101.5507,China,CN,Yunnan,minor,,
Xianshui,30.9777,101.1254,China,CN,Sichuan,minor,,
Chengguan,39.9072,111.6733,China,CN,Inner Mongolia,minor,,
Jinxiu,24.1372,110.1801,China,CN,Guangxi,minor,,
Wuqia,39.7098,75.1970,China,CN,Xinjiang,minor,,
Quxar,29.1000,87.6500,China,CN,Tibet,minor,,
Liuba,33.6186,106.9189,China,CN,Shaanxi,minor,,
Wudan,42.9344,119.0239,China,CN,Inner Mongolia,minor,,
Shuangjiang,26.1547,109.7138,China,CN,Hunan,minor,,
Qiongxi,32.7927,102.5429,China,CN,Sichuan,minor,,
Chatang,29.2422,91.3322,China,CN,Tibet,minor,,
Minquan Chengguanzhen,34.6645,115.1330,China,CN,Henan,minor,,
Rulong,30.9333,100.3167,China,CN,Sichuan,minor,,
Kulun,42.7306,121.7756,China,CN,Inner Mongolia,minor,,
Nagqu,31.4030,92.0030,China,CN,Tibet,minor,,
Daban,43.5239,118.6719,China,CN,Inner Mongolia,minor,,
Qingkou,34.8358,119.1264,China,CN,Jiangsu,minor,,
Saziba,25.8673,102.6185,China,CN,Yunnan,minor,,
Tarrong,29.4347,90.1622,China,CN,Tibet,minor,,
Qiaozhuang,32.5903,105.2334,China,CN,Sichuan,minor,,
Hexi,37.3672,97.3633,China,CN,Qinghai,minor,,
Songmai,28.7121,99.2844,China,CN,Sichuan,minor,,
Tongzilin,26.6869,101.8555,China,CN,Sichuan,minor,,
Babao,38.1806,100.2403,China,CN,Qinghai,minor,,
Tongyu,44.8205,123.0726,China,CN,Jilin,minor,,
Meilisi,47.3150,123.7544,China,CN,Heilongjiang,minor,,
Luanping,40.9167,117.2833,China,CN,Hebei,minor,,
Jinzhu,29.0411,100.3051,China,CN,Sichuan,minor,,
Shangtang,28.1554,120.6882,China,CN,Zhejiang,minor,,
Gabasumdo,35.2589,100.5499,China,CN,Qinghai,minor,,
Meixing,30.9991,102.3602,China,CN,Sichuan,minor,,
Norbukyungzê,29.1667,89.2500,China,CN,Tibet,minor,,
Bainang,29.1090,89.2589,China,CN,Tibet,minor,,
Duchang,29.2677,116.2022,China,CN,Jiangxi,minor,,
Pagnag,32.2626,91.6784,China,CN,Tibet,minor,,
Namling,29.6877,89.0987,China,CN,Tibet,minor,,
Hejing,42.3164,86.3828,China,CN,Xinjiang,minor,,
Xing’an,50.2477,127.4932,China,CN,Heilongjiang,minor,,
Luhua,32.0654,102.9889,China,CN,Sichuan,minor,,
Batang,30.0057,99.1119,China,CN,Sichuan,minor,,
Fuliang,29.3527,117.2143,China,CN,Jiangxi,minor,,
Uliastai,45.4517,116.9621,China,CN,Inner Mongolia,minor,,
Chenggan,26.1454,102.8030,China,CN,Yunnan,minor,,
Caohe,30.2297,115.4335,China,CN,Hubei,minor,,
Luxu,23.2212,108.8030,China,CN,Guangxi,minor,,
Niya,37.0655,82.6893,China,CN,Xinjiang,minor,,
Duolun,42.1983,116.4821,China,CN,Inner Mongolia,minor,,
Maizhokunggar,29.8364,91.7268,China,CN,Tibet,minor,,
Zaindainxoi,31.8500,93.6667,China,CN,Tibet,minor,,
Qira,37.0285,80.8029,China,CN,Xinjiang,minor,,
Jianshe,31.2161,98.8254,China,CN,Sichuan,minor,,
Xiasi,32.2879,105.5097,China,CN,Sichuan,minor,,
Gengqing,31.8165,98.5958,China,CN,Sichuan,minor,,
Jimai,33.7515,99.6482,China,CN,Qinghai,minor,,
Mashan,45.2051,130.5261,China,CN,Heilongjiang,minor,,
Cikai,27.7634,98.7110,China,CN,Yunnan,minor,,
Konggar,29.2939,90.9871,China,CN,Tibet,minor,,
Ramai,29.2744,90.7890,China,CN,Tibet,minor,,
Hekou,37.8846,118.5266,China,CN,Shandong,minor,,
Yumen,40.2833,97.2000,China,CN,Gansu,minor,,
Hekou,30.0323,101.0054,China,CN,Sichuan,minor,,
Geluwan,27.3737,99.6561,China,CN,Yunnan,minor,,
Jiangzhou,22.4116,107.3421,China,CN,Guangxi,minor,,
Puting,29.3313,115.7575,China,CN,Jiangxi,minor,,
Yêndum,30.6573,97.5650,China,CN,Tibet,minor,,
Qüxü,29.3583,90.7306,China,CN,Tibet,minor,,
Xia’er,29.0027,101.5095,China,CN,Sichuan,minor,,
Rangke,32.2678,100.9860,China,CN,Sichuan,minor,,
Gyitang,28.4333,92.4500,China,CN,Tibet,minor,,
Lhünzê,28.4102,92.4620,China,CN,Tibet,minor,,
Shuibian,27.6074,115.3251,China,CN,Jiangxi,minor,,
Xiayang,26.4906,113.7707,China,CN,Hunan,minor,,
Biru,31.4832,93.6774,China,CN,Tibet,minor,,
Samdo,31.2147,96.6005,China,CN,Tibet,minor,,
Ming’antu,42.3062,114.9911,China,CN,Inner Mongolia,minor,,
Dangquka,30.4843,91.0994,China,CN,Tibet,minor,,
Damxung,30.5333,91.1000,China,CN,Tibet,minor,,
Biancheng,40.6866,122.3797,China,CN,Liaoning,minor,,
Qamqênxoi,29.2667,89.9000,China,CN,Tibet,minor,,
Dêqên,29.6724,91.3528,China,CN,Tibet,minor,,
Ningshan Chengguanzhen,33.3315,108.3069,China,CN,Shaanxi,minor,,
Nyinma,34.0007,102.0713,China,CN,Gansu,minor,,
Qianguo,45.1171,124.8568,China,CN,Jilin,minor,,
Xêgar,28.6333,87.0833,China,CN,Tibet,minor,,
Zito,30.7445,95.8258,China,CN,Tibet,minor,,
Bayan Huxu,45.0530,121.4620,China,CN,Inner Mongolia,minor,,
Baima,30.0604,96.9259,China,CN,Tibet,minor,,
Bailingmiao,41.6919,110.4356,China,CN,Inner Mongolia,minor,,
Seke,32.2704,100.3317,China,CN,Sichuan,minor,,
Chumba,29.1394,92.6715,China,CN,Tibet,minor,,
Moluo,30.8039,98.1004,China,CN,Tibet,minor,,
Molo,30.8600,98.2730,China,CN,Tibet,minor,,
Khuma,51.7167,126.6333,China,CN,Heilongjiang,minor,,
Meishan,31.7291,115.9124,China,CN,Anhui,minor,,
Fengxiang,47.5741,130.8260,China,CN,Heilongjiang,minor,,
Gartog,29.6845,98.5947,China,CN,Tibet,minor,,
Wangda,29.6744,97.8374,China,CN,Tibet,minor,,
Xinli,39.8442,108.7347,China,CN,Inner Mongolia,minor,,
Racaka,31.4000,96.5167,China,CN,Tibet,minor,,
Dazhasi,33.5761,102.9536,China,CN,Sichuan,minor,,
Qonggyaixoi,29.0277,91.6827,China,CN,Tibet,minor,,
Kalpin,40.5275,79.0658,China,CN,Xinjiang,minor,,
Fendou,47.4095,129.4282,China,CN,Heilongjiang,minor,,
Domartang,30.9390,94.6891,China,CN,Tibet,minor,,
Coka,30.9054,94.6695,China,CN,Tibet,minor,,
Qusum,29.0657,92.1930,China,CN,Tibet,minor,,
Nongchangbalian,36.3656,109.6224,China,CN,Shaanxi,minor,,
Zhaosu,43.1228,81.0758,China,CN,Xinjiang,minor,,
Zhuxi Chengguanzhen,32.3257,109.7234,China,CN,Hubei,minor,,
Sahuteng,32.8942,95.2809,China,CN,Qinghai,minor,,
Gyaijêpozhanggê,33.8548,95.6154,China,CN,Qinghai,minor,,
Aheqi,40.9391,78.4477,China,CN,Xinjiang,minor,,
Xin Bulag,42.2375,113.8364,China,CN,Inner Mongolia,minor,,
Burqin,47.7059,86.8613,China,CN,Xinjiang,minor,,
Zhamog,29.8559,95.7578,China,CN,Tibet,minor,,
Saihan Tal,42.7461,112.6495,China,CN,Inner Mongolia,minor,,
Dêngqên,31.4176,95.5930,China,CN,Tibet,minor,,
Nangxian,29.0470,93.0879,China,CN,Tibet,minor,,
Kangmar,28.5580,89.6793,China,CN,Tibet,minor,,
Urho,46.1165,85.6777,China,CN,Xinjiang,minor,,
Bengshutang,28.0366,99.5084,China,CN,Yunnan,minor,,
Gêding,29.2125,88.3576,China,CN,Tibet,minor,,
Yuegai,34.1291,95.8001,China,CN,Qinghai,minor,,
Jomda,31.4962,98.2117,China,CN,Tibet,minor,,
Nixia,32.9800,98.1008,China,CN,Sichuan,minor,,
Bieligutai,44.0134,114.9414,China,CN,Inner Mongolia,minor,,
Tungdor,29.2000,94.0833,China,CN,Tibet,minor,,
Nanggarzê,28.9742,90.3983,China,CN,Tibet,minor,,
Juegang,32.3174,121.1855,China,CN,Jiangsu,minor,,
Xiasima,27.4856,88.9053,China,CN,Tibet,minor,,
Rongmei,29.8933,110.0261,China,CN,Hubei,minor,,
Chaoyang,48.8864,130.4032,China,CN,Heilongjiang,minor,,
Shiquanhe,32.5012,80.0976,China,CN,Tibet,minor,,
Dartang,31.9333,94.0000,China,CN,Tibet,minor,,
Laxi,31.9212,94.0476,China,CN,Tibet,minor,,
Ulan,39.0937,107.9802,China,CN,Inner Mongolia,minor,,
Dawu,34.4662,100.2299,China,CN,Qinghai,minor,,
Mainling,29.1920,94.1685,China,CN,Tibet,minor,,
Shuguang,47.7241,128.6740,China,CN,Heilongjiang,minor,,
Sa’gya,28.9064,88.0195,China,CN,Tibet,minor,,
Nierong,32.1131,92.2948,China,CN,Hebei,minor,,
Wucheng,31.2837,117.9019,China,CN,Anhui,minor,,
Baishan,23.7135,108.1709,China,CN,Guangxi,minor,,
Mêdog,29.3285,95.3306,China,CN,Tibet,minor,,
Yanshou,45.4532,128.3268,China,CN,Heilongjiang,minor,,
Xarlung,29.9000,93.3000,China,CN,Tibet,minor,,
Gyamotang,31.5333,95.4333,China,CN,Tibet,minor,,
Ri’ngoin,29.6050,89.0050,China,CN,Tibet,minor,,
Huzhong,51.9500,123.6667,China,CN,Heilongjiang,minor,,
Damxoi,28.4667,91.5500,China,CN,Tibet,minor,,
Lhünzhub,30.2010,91.3010,China,CN,Tibet,minor,,
Xayar,41.2300,82.8058,China,CN,Xinjiang,minor,,
Gyangkar,28.3674,87.7688,China,CN,Tibet,minor,,
Shiguai,40.7058,110.2856,China,CN,Inner Mongolia,minor,,
Huichang,25.6007,115.7780,China,CN,Jiangxi,minor,,
Gangba,28.2166,88.4743,China,CN,Tibet,minor,,
Ngamring,29.2333,87.1667,China,CN,Tibet,minor,,
Kambaxoi,28.2166,88.4743,China,CN,Tibet,minor,,
Zhongcun,27.7981,100.2054,China,CN,Yunnan,minor,,
Qian’an,44.9932,124.0581,China,CN,Jilin,minor,,
Lazanzhong,28.2212,99.7322,China,CN,Yunnan,minor,,
Lixin Chengguanzhen,33.1433,116.2272,China,CN,Anhui,minor,,
Wenquan,34.9353,113.0733,China,CN,Henan,minor,,
Xinlin,51.7000,124.3333,China,CN,Heilongjiang,minor,,
Congdü,28.1333,85.9667,China,CN,Tibet,minor,,
Baiyu,28.5766,99.6720,China,CN,Yunnan,minor,,
Hongshan,47.9758,129.0220,China,CN,Heilongjiang,minor,,
Mandalt,43.8559,113.6424,China,CN,Inner Mongolia,minor,,
Dalain Hob,41.9653,101.0639,China,CN,Inner Mongolia,minor,,
Zhowagoin,28.6664,97.4663,China,CN,Tibet,minor,,
Gyigang,28.6667,97.5167,China,CN,Tibet,minor,,
Burang,30.3013,81.1746,China,CN,Tibet,minor,,
Qajortêbu,30.9343,88.7056,China,CN,Tibet,minor,,
Ehen Hudag,39.2000,101.6667,China,CN,Inner Mongolia,minor,,
Youhao,47.8531,128.8357,China,CN,Heilongjiang,minor,,
Zhadün,29.6500,84.1667,China,CN,Tibet,minor,,
Shaliuhe,37.3260,100.1344,China,CN,Qinghai,minor,,
Bala Ga’er Gaole,44.5915,117.6237,China,CN,Inner Mongolia,minor,,
Zhize,21.7554,111.6143,China,CN,Guangdong,minor,,
Zongga,28.8544,85.2952,China,CN,Tibet,minor,,
Pubu,31.3654,90.0170,China,CN,Tibet,minor,,
Sangri,29.3000,92.0833,China,CN,Tibet,minor,,
Dangchengwan,39.5001,95.0408,China,CN,Gansu,minor,,
Shangdu,42.2477,115.9926,China,CN,Inner Mongolia,minor,,
Luring,32.3053,84.0602,China,CN,Tibet,minor,,
Gangsha,30.9770,81.2875,China,CN,Tibet,minor,,
Toding,31.4806,79.7981,China,CN,Tibet,minor,,
Binzhou,45.7549,127.4858,China,CN,Heilongjiang,minor,,
Maindong,31.3333,85.4167,China,CN,Tibet,minor,,
Geji,32.4006,81.1484,China,CN,Tibet,minor,,
Lumaka,33.0862,80.3678,China,CN,Tibet,minor,,
Lhozhag,28.3900,90.8598,China,CN,Tibet,minor,,
Zhabu,33.1189,83.3038,China,CN,Tibet,minor,,
Sêrkang,32.2167,92.1167,China,CN,Tibet,minor,,
Zangkaxa,33.7129,80.3768,China,CN,Tibet,minor,,
Xagmakajor,31.4944,82.3324,China,CN,Tibet,minor,,
Qumodê,32.2008,79.1845,China,CN,Tibet,minor,,
Rutog,33.3842,79.7298,China,CN,Tibet,minor,,
Langjiu,32.3595,80.4268,China,CN,Tibet,minor,,
Shahe,39.1416,100.1784,China,CN,Gansu,minor,,
Jisegumen,34.0642,80.7712,China,CN,Tibet,minor,,
Xoixar,27.9030,91.9030,China,CN,Tibet,minor,,
Xilinji,52.9906,123.2352,China,CN,Heilongjiang,minor,,
